username;user_id;location;address;latitude;longitude;;;;;;;;;;;;;;;;;;;;
brendasus88;7.98e+17;Gd.IklanKaltimPostMarkoni;Kalimantan Timur, Indonesia;0.7884397;116.2419977;;;;;;;;;;;;;;;;;;;;
HADI_GAM76;53261440.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
fathoonn;1.16e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
KompasData;771030588.0;BekasiIndonesia;Bekasi, Jawa Barat, 17144, Indonesia;-6.2349858;106.9945444;;;;;;;;;;;;;;;;;;;;
senyumwoi;2705835224.0;Jl.RTAMilonoKm2,5Palangka;Palangka Raya, Kalimantan Tengah, 73112, Indonesia;-2.2072919;113.9164372;;;;;;;;;;;;;;;;;;;;
Ar_rum;62500965.0;Bekasi;Bekasi, Jawa Barat, 17144, Indonesia;-6.2349858;106.9945444;;;;;;;;;;;;;;;;;;;;
aindraku;166261604.0;Palangkaraya;Palangka Raya, Kalimantan Tengah, 73112, Indonesia;-2.2072919;113.9164372;;;;;;;;;;;;;;;;;;;;
NephiLaxmus;62764588.0;Depok??Bandung;Depok, Jawa Barat, 16439, Indonesia;-6.4074657;106.8138131;;;;;;;;;;;;;;;;;;;;
refanardhy;1.1e+18;Jl.RayaKebayoranLamaNo.72;Kebayoran Lama;-6.243886;106.7798594;;;;;;;;;;;;;;;;;;;;
KontanNews;43799886.0;Jakarta Barat, DKI Jakarta;Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.16156235;106.7438912;;;;;;;;;;;;;;;;;;;;
sadewobagas;818564467.0;Jakarta Barat, DKI Jakarta;Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.16156235;106.7438912;;;;;;;;;;;;;;;;;;;;
KompasData;771030588.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
zealandiasarah;230445594.0;Sunter;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
Ikhlas_fathur;1030709318.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
Ikhlas_fathur;1030709318.0;Aceh.Indonesia????;Aceh, Indonesia;4.3685491;97.0253024;;;;;;;;;;;;;;;;;;;;
warnahidup7;1.19e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
indozonemedia;350668803.0;Depok,Indonesia;Depok, Jawa Barat, 16439, Indonesia;-6.4074657;106.8138131;;;;;;;;;;;;;;;;;;;;
mostradio1058fm;85805755.0;Pamekasan,Indonesia;Pamekasan, Jawa Timur, Indonesia;-7.07081335;113.5003939;;;;;;;;;;;;;;;;;;;;
KompasData;771030588.0;Palmerah,Jakarta;Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.1910017;106.7943633;;;;;;;;;;;;;;;;;;;;
Kariozz1;9.94e+17;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
Ikhlas_fathur;1030709318.0;Indonesia,UK;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
RakyatMerdeka99;7.12e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
RakyatMerdeka99;7.12e+17;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
bemFMIPAUI;236059964.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
qnafess;1.14e+18;KotaTasikmalaya,JawaBarat;Tasikmalaya, Jawa Barat, 46151, Indonesia;-7.3262484;108.2201154;;;;;;;;;;;;;;;;;;;;
qnafess;1.14e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
putra_villadank;1.03e+18;MJLK????;Kantor Bupati Mjlk, Majalengka, Jawa Barat, Indonesia;-6.83633985;108.2276444;;;;;;;;;;;;;;;;;;;;
izzulislam77;9.09e+17;Tlogomas;Tlogomas, Malang;-7.9293941;112.6036958;;;;;;;;;;;;;;;;;;;;
bintangku206;7.48e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
machbeach;377100794.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
akubisalah;450371998.0;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
moulevey;62846369.0;Bali,Indonesia;Bali, Indonesia;-8.3304977;115.0906401;;;;;;;;;;;;;;;;;;;;
tero2_boshu;38138724.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
RjmMakmur;2780292024.0;JATIASIHKotaBekasiWestJAVA;Jatiasih, Jawa Barat, 17423, Indonesia;-6.2936589;106.9636695;;;;;;;;;;;;;;;;;;;;
tribunkaltim;103551225.0;ckp-yk;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-7.8011945;110.364917;;;;;;;;;;;;;;;;;;;;
minray_;7.86e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
atkhls;2226044208.0;Balikpapan,KalimantanTimur;Balikpapan, Kalimantan Timur, 76128, Indonesia;-1.2398711;116.8593379;;;;;;;;;;;;;;;;;;;;
Muhamma89481659;1.17e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
putra_villadank;1.03e+18;Bekasi;Bekasi, Jawa Barat, 17144, Indonesia;-6.2349858;106.9945444;;;;;;;;;;;;;;;;;;;;
machbeach;377100794.0;pekanbaru;Pekanbaru, Kelurahan Sumahilang, Kabupaten Kampar, Riau, 28141, Indonesia;0.5262455;101.4515727;;;;;;;;;;;;;;;;;;;;
aldyofficial2;1.15e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
tero2_boshu;38138724.0;Batam,Indonesia;Batam, Kepulauan Riau, Indonesia;1.1061034;104.0378246;;;;;;;;;;;;;;;;;;;;
tribunkaltim;103551225.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
minray_;7.86e+17;Batulicin;Batulicin Irigasi, Kalimantan Selatan, Indonesia;-3.3116454;115.9137556;;;;;;;;;;;;;;;;;;;;
atkhls;2226044208.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
RakyatMerdeka99;7.12e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
Muhamma89481659;1.17e+18;gowa,makassar,indonesia;Gowa Sarana Indah;-5.19573395;119.4634062;;;;;;;;;;;;;;;;;;;;
MataMataPolitik;8.88e+17;Pati,Indonesia;Pati, Jawa Tengah, Indonesia;-6.70695115;111.0868496;;;;;;;;;;;;;;;;;;;;
RakyatMerdeka99;7.12e+17;Balikpapan, Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-1.2398711;116.8593379;;;;;;;;;;;;;;;;;;;;
Muhamma89481659;1.17e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
Taufiqqurrochm7;1.1e+18;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
Genpi_Co;9.67e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
ibnupurna;207559187.0;PuspiptekSerpong;Bumi Puspiptek Asri, BSD City, Pagedangan, Tangerang, Banten, Indonesia;-6.30019715;106.6317103;;;;;;;;;;;;;;;;;;;;
AcehSelatanSatu;2359120716.0;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
ThenBagoess;8.09e+17;Bogor,Indonesia;Bogor, Jawa Barat, 16121, Indonesia;-6.5962986;106.7972421;;;;;;;;;;;;;;;;;;;;
Genpi_Co;9.67e+17;Jawa Barat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
KontanNews;43799886.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
Stefanu33053489;1.03e+18;SeiPetani36MedanIndonesia;Jalan Sei Petani, D A R A T, Padang Bulan, Medan Baru, Kota Medan, Sumatera Utara, 20122, Indonesia;3.5761838;98.659141;;;;;;;;;;;;;;;;;;;;
flowielilly;1427050592.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
marfaumi;277309562.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
jabarjuaranews;2214258534.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
elshinta_smg;7.76e+17;JawaTengah,Indonesia;Jawa Tengah, Indonesia;-5.6259648;110.371649;;;;;;;;;;;;;;;;;;;;
hendriansyah843;2569317210.0;KalimantanKutaiKertanegara;Kalimantan Kutai Kertanegara;-0.423174;116.9814363;;;;;;;;;;;;;;;;;;;;
bacautas;2674103198.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
artbyri;1331452314.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
GoentoerTandion;580601587.0;VMG3bloki5no.8Bekasi;Bekasi, Jawa Barat, 17144, Indonesia;-6.2349858;106.9945444;;;;;;;;;;;;;;;;;;;;
KPFMBalikpapan;110284619.0;Gd.IklanKaltimPostMarkoni;Kalimantan Timur, Indonesia;0.7884397;116.2419977;;;;;;;;;;;;;;;;;;;;
NRmb07;1.1e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
MT_Reborn;1.13e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
marfaumi;277309562.0;Lampung,Indonesia;Lampung, Indonesia;-4.8555039;105.0272986;;;;;;;;;;;;;;;;;;;;
lampostco;9.62e+17;BekasiIndonesia;Bekasi, Jawa Barat, 17144, Indonesia;-6.2349858;106.9945444;;;;;;;;;;;;;;;;;;;;
ariseeep;513098944.0;Jl.RTAMilonoKm2,5Palangka;Palangka Raya, Kalimantan Tengah, 73112, Indonesia;-2.2072919;113.9164372;;;;;;;;;;;;;;;;;;;;
jabarjuaranews;2214258534.0;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
DewiSeruni10;1.14e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
elshinta_smg;7.76e+17;semarang;Semarang, Jawa Tengah, Indonesia;-6.9903988;110.4229104;;;;;;;;;;;;;;;;;;;;
hendriansyah843;2569317210.0;Depok;Depok, Jawa Barat, 16439, Indonesia;-6.4074657;106.8138131;;;;;;;;;;;;;;;;;;;;
Suka_kopi;2463685242.0;Jl.Raya Kebayoran Lama No.72;Kebayoran Lama;-6.243886;106.7798594;;;;;;;;;;;;;;;;;;;;
Rafli57104975;1.1e+18;Jakarta Barat, DKI Jakarta;Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.16156235;106.7438912;;;;;;;;;;;;;;;;;;;;
tiokurnia_;1250770182.0;Jakarta Barat, DKI Jakarta;Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.16156235;106.7438912;;;;;;;;;;;;;;;;;;;;
KPFMBalikpapan;110284619.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
ebargowo;4212385152.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
ebargowo;4212385152.0;Sunter;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
ebargowo;4212385152.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
vikma_sikumbang;576305462.0;Aceh;Aceh, Indonesia;4.3685491;97.0253024;;;;;;;;;;;;;;;;;;;;
tyopray;7.18e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
republikaonline;22126902.0;Depok;Depok, Jawa Barat, 16439, Indonesia;-6.4074657;106.8138131;;;;;;;;;;;;;;;;;;;;
indoposonline;219226384.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
DahlanMahmud;1250595192.0;Pamekasan, Indonesia;Pamekasan, Jawa Timur, Indonesia;-7.07081335;113.5003939;;;;;;;;;;;;;;;;;;;;
SonoraFM92;180696019.0;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
cagubnyinyir2;1.01e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
WRofadly;2430862387.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
suwardihagani;120731087.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
syafriadi_asri;9.97e+17;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
devra2066;1.11e+18;Jakarta Selatan;Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia;-6.28381815;106.8048635;;;;;;;;;;;;;;;;;;;;
yuyunsentosa;1008138534.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
fitrakurn79;3269325049.0;MNC News Center Lt.11 Jakarta;iNews Tower, Jalan Kebon Sirih Jakarta;-6.1849205;106.8308589;;;;;;;;;;;;;;;;;;;;
AyubeeB;1.15e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
AyubeeB;1.15e+18;Kota Tasikmalaya JawaBarat;Tasikmalaya, Jawa Barat, 46151, Indonesia;-7.3262484;108.2201154;;;;;;;;;;;;;;;;;;;;
MuyawanS;9.37e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
rafiqi_28;1.01e+18;MJLK????;Kantor Bupati Mjlk, Majalengka, Jawa Barat, Indonesia;-6.83633985;108.2276444;;;;;;;;;;;;;;;;;;;;
Andiaba60519104;1.12e+18;Tlogomas;Tlogomas, Malang;-7.9293941;112.6036958;;;;;;;;;;;;;;;;;;;;
tubirfess;8.66e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
JarilangitID;7.31e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
Andi_0014;8.64e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
nurrtanio;1179500563.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
MetroTVToday;2895296804.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
jabarjuaranews;2214258534.0;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
Wongso_Soebali;715774483.0;Bali, Indonesia;Bali, Indonesia;-8.3304977;115.0906401;;;;;;;;;;;;;;;;;;;;
HantuSontoloyo;8.13e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
newsmerahputih;2714869507.0;JATIASIH;Jatiasih, Jawa Barat, 17423, Indonesia;-6.2936589;106.9636695;;;;;;;;;;;;;;;;;;;;
KMDA67001823;9.56e+17;Yogyakarta;Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia;-7.8011945;110.364917;;;;;;;;;;;;;;;;;;;;
newsmerahputih;2714869507.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
newsmerahputih;2714869507.0;Balikpapan, KalimantanTimur;Balikpapan, Kalimantan Timur, 76128, Indonesia;-1.2398711;116.8593379;;;;;;;;;;;;;;;;;;;;
vic_nugraha;289706418.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
NewsToday_ID;7.73e+17;Balikpapan, Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-1.2398711;116.8593379;;;;;;;;;;;;;;;;;;;;
tubirfess;8.66e+17;Bekasi;Bekasi, Jawa Barat, 17144, Indonesia;-6.2349858;106.9945444;;;;;;;;;;;;;;;;;;;;
shiaLebaou;1.05e+18;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
nurrtanio;1179500563.0;pekanbaru;Pekanbaru, Kelurahan Sumahilang, Kabupaten Kampar, Riau, 28141, Indonesia;0.5262455;101.4515727;;;;;;;;;;;;;;;;;;;;
Wongso_Soebali;715774483.0;Bali, Indonesia;Bali, Indonesia;-8.3304977;115.0906401;;;;;;;;;;;;;;;;;;;;
newsmerahputih;2714869507.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
KMDA67001823;9.56e+17;Batam,Indonesia;Batam, Kepulauan Riau, Indonesia;1.1061034;104.0378246;;;;;;;;;;;;;;;;;;;;
newsmerahputih;2714869507.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
ertugrul011213;8.29e+17;Batulicin;Batulicin Irigasi, Kalimantan Selatan, Indonesia;-3.3116454;115.9137556;;;;;;;;;;;;;;;;;;;;
vic_nugraha;289706418.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
MetroTVToday;2895296804.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
ibnupurna;207559187.0;gowa,makassar,indonesia;Gowa Sarana Indah;-5.19573395;119.4634062;;;;;;;;;;;;;;;;;;;;
magnetepersoldi;1.14e+18;Pati,Indonesia;Pati, Jawa Tengah, Indonesia;-6.70695115;111.0868496;;;;;;;;;;;;;;;;;;;;
newsmerahputih;2714869507.0;Balikpapan, Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-1.2398711;116.8593379;;;;;;;;;;;;;;;;;;;;
newsmerahputih;2714869507.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
Nissakti;9.05e+17;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
argapura_man;1.08e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
vikma_sikumbang;576305462.0;Puspiptek Serpong;Bumi Puspiptek Asri, BSD City, Pagedangan, Tangerang, Banten, Indonesia;-6.30019715;106.6317103;;;;;;;;;;;;;;;;;;;;
sunarno971;2892986480.0;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
jpnncom;79130206.0;Bogor,Indonesia;Bogor, Jawa Barat, 16121, Indonesia;-6.5962986;106.7972421;;;;;;;;;;;;;;;;;;;;
VIVAcoid;41730943.0;Jawa Barat;Jawa Barat, Indonesia;-6.8891904;107.6404716;;;;;;;;;;;;;;;;;;;;
Handoyo_NP_06;1.11e+18;iNews Tower Lantai10;iNews Tower, Jalan Kebon Sirih Jakarta;-6.1849205;106.8308589;;;;;;;;;;;;;;;;;;;;
hnurwahid;86012022.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
LaksonoAntonius;1.05e+18;SeiPetani36MedanIndonesia;Jalan Sei Petani, D A R A T, Padang Bulan, Medan Baru, Kota Medan, Sumatera Utara, 20122, Indonesia;3.5761838;98.659141;;;;;;;;;;;;;;;;;;;;
elKoRnHurry;592670569.0;Balikpapan, Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-1.2398711;116.8593379;;;;;;;;;;;;;;;;;;;;
GoToJATIASIH;1010167496.0;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
Putriharjo;120371835.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
kian_rdofficial;1.08e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
JarilangitID;7.31e+17;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
herifaharahap;132123446.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
tribunkaltim;103551225.0;Balikpapan,Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-1.2398711;116.8593379;;;;;;;;;;;;;;;;;;;;
bijies;98092161.0;Bekasi;Bekasi, Jawa Barat, 17144, Indonesia;-6.2349858;106.9945444;;;;;;;;;;;;;;;;;;;;
MataMataPolitik;8.88e+17;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
katacitato;622726409.0;pekanbaru;Pekanbaru, Kelurahan Sumahilang, Kabupaten Kampar, Riau, 28141, Indonesia;0.5262455;101.4515727;;;;;;;;;;;;;;;;;;;;
cagubnyinyir2;1.01e+18;JakartaPusat,DKIJakarta;Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia;-6.18233995;106.8428715;;;;;;;;;;;;;;;;;;;;
Nuckclear;193234995.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
BagusPSadewo;8.66e+17;Batam,Indonesia;Batam, Kepulauan Riau, Indonesia;1.1061034;104.0378246;;;;;;;;;;;;;;;;;;;;
berryrachmat;85060986.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
NgopiJahe_09;516813289.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
IndonesiaUnik_;8.56e+17;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
cagubnyinyir2;1.01e+18;Pati,Indonesia;Pati, Jawa Tengah, Indonesia;-6.70695115;111.0868496;;;;;;;;;;;;;;;;;;;;
wank37;8.31e+17;Balikpapan, Indonesia;Balikpapan, Kalimantan Timur, 76128, Indonesia;-1.2398711;116.8593379;;;;;;;;;;;;;;;;;;;;
yusupalimohamad;1.06e+18;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
katacitato;622726409.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
Nuckclear;193234995.0;DKI Jakarta,Indonesia;Daerah Khusus Ibukota Jakarta, Indonesia;-6.1753942;106.827183;;;;;;;;;;;;;;;;;;;;
BagusPSadewo;8.66e+17;Puspiptek Serpong;Bumi Puspiptek Asri, BSD City, Pagedangan, Tangerang, Banten, Indonesia;-6.30019715;106.6317103;;;;;;;;;;;;;;;;;;;;
berryrachmat;85060986.0;Bandung,JawaBarat;Bandung, Jawa Barat, 40252, Indonesia;-6.9344694;107.6049539;;;;;;;;;;;;;;;;;;;;
NgopiJahe_09;516813289.0;Bogor,Indonesia;Bogor, Jawa Barat, 16121, Indonesia;-6.5962986;106.7972421;;;;;;;;;;;;;;;;;;;;
IndonesiaUnik_;8.56e+17;Jawa Barat, Indonesia;Jawa Barat, Indonesia;-6.8891904;107.6404716;;;;;;;;;;;;;;;;;;;;
